release,id,rg,ctr_n,ctr,yr,mn,sub,cst_n,cst,mag,pty_n,pty,can,pev1,vot1,vv1,ivv1,to1,cv1,cvs1,pv1,pvs1,pev2,vot2,vv2,ivv2,to2,cv2,cvs2,pv2,pvs2,seat
8,1438,Western Europe,Italy,380,2013,2,-990,ABRUZZO,1,14,grande sud - mpa,5017,-990,1067298,810590,767645,42945,0.7594786286354065,-990,-990,2701,0.003470058785751462,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,ABRUZZO,1,14,partito democratico,79,-990,1067298,810590,767645,42945,0.7594786286354065,-990,-990,175857,0.22592896223068237,-990,-990,-990,-990,-990,-990,-990,-990,-990,6
8,1438,Western Europe,Italy,380,2013,2,-990,ABRUZZO,1,14,fratelli d'italia,62,-990,1067298,810590,767645,42945,0.7594786286354065,-990,-990,27677,0.03555750101804733,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,intesa popolare,68,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,1473,0.00474952906370163,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,scelta civica con monti per l'italia,88,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,24569,0.07922008633613586,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,partito democratico,79,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,79631,0.2567615509033203,-990,-990,-990,-990,-990,-990,-990,-990,-990,3
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,moVimento 5 stelle,76,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,75260,0.24266773462295532,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,lista amnistia giustizia libertà,73,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,1308,0.004217504523694515,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,fratelli d'italia,62,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,7397,0.023850826546549797,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,sinistra ecologica libertà,89,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,18357,0.059190161526203156,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,fiamma tricolore,60,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,1201,0.0038724946789443493,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,popolari uniti,82,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,2992,0.00964738056063652,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,centro democratico,56,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,8009,0.025824153795838356,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,grande sud - mpa,5017,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,3137,0.010114917531609535,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,moderati in rivoluzione,75,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,1515,0.004884953610599041,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,il popolo della libertà,65,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,59171,0.19079048931598663,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,futuro e libertà,63,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,2399,0.007735316175967455,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,fare per fermare il declino,59,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,1845,0.005949003156274557,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,partito comunista dei lavoratori,78,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,1720,0.005545954219996929,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,la destra,70,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,3329,0.010734000243246555,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,rivoluzione civile,87,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,7394,0.02384115383028984,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,lega nord,15,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,382,0.0012317176442593336,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,io amo l'italia,69,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,1087,0.0035049139987677336,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,BASILICATA,2,6,unione di centro,92,-990,476020,330812,303526,27286,0.694953978061676,-990,-990,7960,0.02566615864634514,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,futuro e libertà,63,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,8159,0.008711482398211956,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,lega nord,15,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,2344,0.002502722665667534,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,fiamma tricolore,60,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,4322,0.004614661913365126,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,partito democratico,79,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,209379,0.2235569804906845,-990,-990,-990,-990,-990,-990,-990,-990,-990,9
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,unione di centro,92,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,38335,0.04093083366751671,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,sinistra ecologica libertà,89,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,39129,0.041778597980737686,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,casapound italia,55,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,1874,0.0020008969586342573,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,fratelli d'italia,62,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,12724,0.013585598208010197,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,grande sud - mpa,5017,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,28135,0.03004014678299427,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,il popolo della libertà,65,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,222671,0.23774904012680054,-990,-990,-990,-990,-990,-990,-990,-990,-990,4
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,fare per fermare il declino,59,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,3160,0.003373977728188038,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,io amo l'italia,69,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,2699,0.002881761407479644,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,intesa popolare,68,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,3241,0.003460462437942624,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,rivoluzione civile,87,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,27272,0.02911870926618576,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,liberali per l'italia - pli,5018,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,1957,0.002089517191052437,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,la destra,70,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,8303,0.00886523351073265,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,partito comunista dei lavoratori,78,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,4758,0.005080185364931822,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,moderati in rivoluzione,75,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,5459,0.005828652996569872,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,riformisti italiani,86,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,4611,0.0049232314340770245,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,scelta civica con monti per l'italia,88,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,51726,0.05522859841585159,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,centro democratico,56,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,16489,0.01760554313659668,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,forza nuova,61,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,2424,0.002588139846920967,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,lista amnistia giustizia libertà,73,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,4598,0.004909351002424955,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CALABRIA,3,20,moVimento 5 stelle,76,-990,1580119,997905,915529,82376,0.6315378546714783,-990,-990,232811,0.24857567250728607,-990,-990,-990,-990,-990,-990,-990,-990,-990,4
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,lega nord,15,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,3188,0.002111773006618023,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,voto di protesta,95,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,6049,0.004006936680525541,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,il popolo della libertà,65,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,449811,0.29796069860458374,-990,-990,-990,-990,-990,-990,-990,-990,-990,7
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,moVimento 5 stelle,76,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,349682,0.23163393139839172,-990,-990,-990,-990,-990,-990,-990,-990,-990,5
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,fare per fermare il declino,59,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,3859,0.002556252060458064,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,rivoluzione civile,87,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,44764,0.02965226024389267,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,fiamma tricolore,60,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,3874,0.0025661883410066366,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,fratelli d'italia,62,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,32226,0.0213469248265028,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,liberi per una italia equa,72,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,3239,0.0021455560345202684,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,forza nuova,61,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,1776,0.001176445628516376,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,grande sud - mpa,5017,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,22345,0.01480162050575018,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,futuro e libertà,63,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,14867,0.00984809547662735,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,partito democratico,79,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,329616,0.21834194660186768,-990,-990,-990,-990,-990,-990,-990,-990,-990,14
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,liberali per l'italia - pli,5018,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,4891,0.0032398623879998922,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,lista amnistia giustizia libertà,73,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,6916,0.004581248853355646,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,sinistra ecologica libertà,89,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,52057,0.03448323905467987,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,casapound italia,55,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,2822,0.0018693297170102596,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,centro democratico,56,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,10025,0.006640691310167313,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,partito pensionati,81,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,7914,0.005242337007075548,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,io amo l'italia,69,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,2275,0.0015069898217916489,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,moderati in rivoluzione,75,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,7297,0.004833628423511982,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,rifondazione missina italiana,85,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,1325,8.776973700150847e-4,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,unione di centro,92,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,38120,0.02525118738412857,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,scelta civica con monti per l'italia,88,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,98260,0.06508871167898178,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,la destra,70,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,8908,0.0059007760137319565,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 1,4,32,intesa popolare,68,-990,2418415,1565441,1493934,71507,0.6473004221916199,-990,-990,3526,0.0023356685414910316,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,la destra,70,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,8967,0.00607723742723465,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,lista amnistia giustizia libertà,73,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,5473,0.003709235927090049,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,fare per fermare il declino,59,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,5919,0.0040115052834153175,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,intesa popolare,68,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,3736,0.0025320127606391907,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,partito pensionati,81,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,6700,0.004540815018117428,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,unione di centro,92,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,69758,0.04727734252810478,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,casapound italia,55,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,2419,0.0016394376289099455,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,voto di protesta,95,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,6694,0.004536748863756657,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,moderati in rivoluzione,75,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,8446,0.005724138114601374,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,forza nuova,61,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,3994,0.0027068681083619595,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,rivoluzione civile,87,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,32350,0.021924681961536407,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,futuro e libertà,63,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,14686,0.009953196160495281,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,il popolo della libertà,65,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,415312,0.2814708948135376,-990,-990,-990,-990,-990,-990,-990,-990,-990,6
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,grande sud - mpa,5017,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,18807,0.012746135704219341,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,liberali per l'italia - pli,5018,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,5939,0.004025059752166271,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,scelta civica con monti per l'italia,88,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,101960,0.0691017210483551,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,lega nord,15,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,5636,0.003819706616923213,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,sinistra ecologica libertà,89,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,47256,0.0320269800722599,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,io amo l'italia,69,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,3614,0.0024493292439728975,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,centro democratico,56,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,13611,0.009224631823599339,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,partito democratico,79,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,323557,0.21928545832633972,-990,-990,-990,-990,-990,-990,-990,-990,-990,12
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,fratelli d'italia,62,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,57140,0.03872569650411606,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,moVimento 5 stelle,76,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,311766,0.2112942934036255,-990,-990,-990,-990,-990,-990,-990,-990,-990,4
